train_loss,val_loss,val_mae,lr,loss_data,loss_pde,loss_bc,loss_reg,weight_pde_curr,bias_pred,pde_data_ratio,sigma_data,sigma_pde,avg_pred_vol,avg_pred_price,avg_real_price,moneyness_preservation
126.4975862906611,49.91664181417676,3.4170628520214135,0.0001,126.4975862906611,3630.6436693832975,,,0.0,5.4249985233978055,28.701288110280217,,,0.8283564578451399,8.168050235523147,2.743051712125341,1.068070650100708
19.079547023985594,49.72215288287749,3.4202674095838628,0.0001,19.079547023985594,6407.529693263677,,,0.0,1.1646892286355883,335.83238036042144,,,0.8331028816429172,3.9080290836852485,2.74333985504966,1.068070650100708
19.00871892389582,49.59193630129622,3.416366487699676,0.0001,19.00871892389582,6247.116413753654,,,0.0,1.17361728598121,328.6447886764435,,,0.832212900265819,3.9169633123019754,2.7433460263207654,1.068070650100708
18.934939284632627,49.50460539321431,3.4149871944462213,0.0001,18.934939284632627,6549.907995958902,,,0.0,1.1822589473894283,345.9165037447323,,,0.8317988714024857,3.925654854169136,2.743395906779708,1.068070650100708
18.84360071704754,49.332631618389605,3.4084475452686758,0.0001,18.84360071704754,7157.67536800529,,,0.0,1.1997465004103218,379.8464781484062,,,0.8319804161322409,3.942798834335565,2.743052333925243,1.068070650100708
18.723805310731475,49.26798356367183,3.4106250338124293,0.0001,18.723805310731475,8297.223053182419,,,0.0,1.2160319384594005,443.13764832979217,,,0.832175186455648,3.9590778064090584,2.743045867949658,1.068070650100708
18.584470540749734,49.066833222298136,3.4006870754732548,0.0001,18.584470540749734,10934.648013380429,,,0.0,1.2346858479132368,588.3755466374079,,,0.8335511149436169,3.977881262190889,2.7431954142776522,1.068070650100708
18.4223136031017,48.994662493263036,3.402917306356005,0.0001,18.4223136031017,15054.424759013085,,,0.0,1.2565538092020625,817.1842627018588,,,0.8339143350288969,3.999894135247891,2.7433403260458284,1.068070650100708
18.259245199190747,48.81852806287019,3.3934372347638218,0.0001,18.259245199190747,19900.966396680124,,,0.0,1.2830853876398511,1089.9117778188408,,,0.8342418990581232,4.02635878709483,2.743273399454979,1.068070650100708
18.10656783097571,48.58775181115533,3.3817769499627937,0.0001,18.10656783097571,25820.73307654162,,,0.0,1.3036681490645377,1426.0423796258585,,,0.8346487602306103,4.047057060462595,2.743388911398057,1.068070650100708
17.956677445324598,48.39285440869845,3.3763508714079715,0.0001,17.956677445324598,30905.009137058045,,,0.0,1.3190827029850545,1721.0872797130307,,,0.8344042838814529,4.062400077127402,2.743317374142347,1.068070650100708
17.831958214264937,48.31508148327599,3.3766142473710516,0.0001,17.831958214264937,35991.68101423302,,,0.0,1.3350541257114878,2018.3807398920972,,,0.834170689959834,4.078088371684663,2.743034245973175,1.068070650100708
17.71157290622227,48.14201461853796,3.3656462473371116,0.0001,17.71157290622227,41343.033438021994,,,0.0,1.3517309923745477,2334.238390735909,,,0.8342670317747545,4.094959627546553,2.743228635172005,1.068070650100708
17.60939723399275,48.02152285737228,3.361521140540873,0.0001,17.60939723399275,46842.41711616091,,,0.0,1.361830048146917,2660.0806656651175,,,0.834210228282784,4.105107304779087,2.7432772566321697,1.068070650100708
17.49218983851987,47.807556767453505,3.3530930509758736,0.0001,17.49218983851987,50632.805183393655,,,0.0,1.3747610376778585,2894.594996442025,,,0.83393413638219,4.117724450500081,2.7429634128222222,1.068070650100708
17.40155031633271,47.858034845430836,3.3560071906064906,0.0001,17.40155031633271,53524.02094933185,,,0.0,1.3863065832176296,3075.819106708865,,,0.833845027305501,4.129671206187565,2.7433646229699353,1.068070650100708
17.30791344674499,47.63227798291124,3.343617336189626,0.0001,17.30791344674499,57470.56865952116,,,0.0,1.396648208919772,3320.4793192636025,,,0.8338574350278468,4.139926183462674,2.7432779745429023,1.068070650100708
17.218924072112696,47.53068895185042,3.342427783562515,0.0001,17.218924072112696,60841.14308271854,,,0.0,1.4086370181400154,3533.388197074126,,,0.8339902059007063,4.15164427874083,2.7430072606008142,1.068070650100708
17.138836263813793,47.45672539424867,3.342320110646177,0.0001,17.138836263813793,63546.51772602311,,,0.0,1.4170135373793098,3707.7498581506675,,,0.8338344028107573,4.160475337425691,2.743461800046381,1.068070650100708
17.058256514619348,47.35406371809808,3.3311310597295924,0.0001,17.058256514619348,67249.30286052338,,,0.0,1.4292214840716935,3942.331550876203,,,0.8341565700310111,4.172285254123747,2.743063770052054,1.068070650100708
