symbol,time,spot_price,strike,premium,days_to_maturity,moneyness,delta,gamma,vega,theta,rho,volatility,poe,bs_theoretical,option_type
BBDCA271,2020-01-02T00:00:00.000Z,37.51,25.32,11.74,13,ITM,1.0,0.0,0.0,-0.002007451572617247,0.013048358938852344,0.0,100.0,12.2161,CALL
BBDCA338,2020-01-02T00:00:00.000Z,37.51,32.23,4.62,13,ITM,1.0,0.0,0.0,-0.0025552987435013374,0.01660934473140644,0.0,100.0,5.3132,CALL
BBDCA339,2020-01-02T00:00:00.000Z,37.51,33.48,4.06,13,ITM,1.0,0.0,0.0,-0.002654402790332758,0.017253517269856893,0.0,100.0,4.0645,CALL
BBDCA344,2020-01-02T00:00:00.000Z,37.51,32.73,4.21,13,ITM,1.0,0.0,0.0,-0.0025949403622339056,0.016867013746786622,0.0,100.0,4.8138,CALL
BBDCA345,2020-01-02T00:00:00.000Z,37.51,32.98,4.39,13,ITM,1.0,0.0,0.0,-0.00261476117160019,0.01699584825447671,0.0,100.0,4.564,CALL
BBDCA348,2020-01-02T00:00:00.000Z,37.51,33.23,4.2,13,ITM,1.0,0.0,0.0,-0.002634581980966474,0.0171246827621668,0.0,100.0,4.3143,CALL
BBDCA352,2020-01-02T00:00:00.000Z,37.51,33.73,3.75,13,ITM,1.0,0.0,0.0,-0.0026742235996990416,0.017382351777546982,0.0,100.0,3.8148,CALL
BBDCA354,2020-01-02T00:00:00.000Z,37.51,34.98,2.49,13,ITM,0.735161,0.06971037722738371,0.027896705073280317,-0.061077439267935546,0.01248540508607593,55.134,69.26,3.3733,CALL
BBDCA360,2020-01-02T00:00:00.000Z,37.51,34.48,3.05,13,ITM,1.0,0.0,0.0,-0.0027336860277978937,0.017768855300617253,0.0,100.0,3.0656,CALL
BBDCA363,2020-01-02T00:00:00.000Z,37.51,34.73,2.8,13,ITM,1.0,0.0,0.0,-0.002753506837164178,0.017897689808307346,0.0,100.0,2.8158,CALL
BBDCA364,2020-01-02T00:00:00.000Z,37.51,35.98,1.69,13,ATM,0.85123,0.14787064067940234,0.019755157301857854,-0.01638533831755478,0.015599732338886002,18.406,84.13,1.69,CALL
BBDCA368,2020-01-02T00:00:00.000Z,37.51,35.23,2.31,13,ITM,1.0,0.0,0.0,-0.0027931484558967458,0.018155358823687524,0.0,100.0,2.3163,CALL
BBDCA373,2020-01-02T00:00:00.000Z,37.51,35.73,1.93,13,ATM,0.869278,0.12547983215924785,0.018091883470547812,-0.01625721087776907,0.015825150428398098,19.864,85.95,1.93,CALL
BBDCA374,2020-01-02T00:00:00.000Z,37.51,36.98,1.0,13,ATM,0.639416,0.2184280647721695,0.03189093070629309,-0.0264970966394405,0.011857008930884245,20.115,62.22,1.0,CALL
BBDCA378,2020-01-02T00:00:00.000Z,37.51,36.23,1.53,13,ATM,0.787925,0.16777801044908422,0.024695394952637697,-0.021485780879402006,0.01445728069530463,20.279,77.43,1.53,CALL
BBDCA381,2020-01-02T00:00:00.000Z,37.51,36.48,1.4,13,ATM,0.723954,0.17570118571591498,0.028480550566594237,-0.026507490272704083,0.013286493592065567,22.333,70.67,1.4,CALL
BBDCA382,2020-01-02T00:00:00.000Z,37.51,37.73,0.65,13,ATM,0.470726,0.21586038156396728,0.033896605681281604,-0.029555287392200664,0.00877336863031961,21.635,45.12,0.65,CALL
BBDCA383,2020-01-02T00:00:00.000Z,37.51,36.73,1.06,13,ATM,0.726814,0.23501746663529374,0.028334610492167456,-0.02018169201171143,0.013517219276790967,16.611,71.41,1.06,CALL
BBDCA39,2020-01-02T00:00:00.000Z,37.51,37.98,0.5,13,ATM,0.411191,0.224801763488959,0.03314245416999971,-0.0270763543985383,0.007698720975127498,20.312,39.33,0.5,CALL
BBDCA392,2020-01-02T00:00:00.000Z,37.51,38.73,0.27,13,ATM,0.260975,0.1856383367090067,0.027687805445437662,-0.02263835649100189,0.004910662799663262,20.549,24.6,0.27,CALL
BBDCA394,2020-01-02T00:00:00.000Z,37.51,38.98,0.22,13,ATM,0.221107,0.16761619351598153,0.025298494653085566,-0.020874140811001387,0.004165000212993882,20.794,20.73,0.22,CALL
BBDCA397,2020-01-02T00:00:00.000Z,37.51,39.23,0.17,13,ATM,0.181492,0.14980416614997188,0.022471363637453123,-0.01838879340446164,0.003424225633313166,20.667,16.94,0.17,CALL
BBDCA398,2020-01-02T00:00:00.000Z,37.51,38.23,0.41,13,ATM,0.357279,0.21512505102658763,0.031789207151788956,-0.025923267951982118,0.006701934233062537,20.359,34.02,0.41,CALL
BBDCA399,2020-01-02T00:00:00.000Z,37.51,39.48,0.12,13,ATM,0.140478,0.13055459470045364,0.01900645830941035,-0.01507107734176024,0.00265639579671077,20.057,13.06,0.12,CALL
BBDCA4,2020-01-02T00:00:00.000Z,37.51,34.23,3.27,13,ITM,1.0,0.0,0.0,-0.00271386521843161,0.017640020792927164,0.0,100.0,3.3153,CALL
BBDCA400,2020-01-02T00:00:00.000Z,37.51,38.48,0.34,13,ATM,0.308897,0.20024817904701359,0.030009726512820935,-0.02472403666942986,0.005801842767184368,20.647,29.26,0.34,CALL
BBDCA404,2020-01-02T00:00:00.000Z,37.51,39.98,0.09,13,OTM,0.104571,0.09864039922656899,0.015445707923731771,-0.013120253946800267,0.0019770432540929957,21.573,9.6,0.09,CALL
BBDCA448,2020-01-02T00:00:00.000Z,37.51,35.48,2.09,13,ITM,0.955372,0.0745241017887838,0.008021592357065836,-0.007253549564309837,0.01740854502854461,14.83,95.21,2.09,CALL
BBDCA834,2020-01-02T00:00:00.000Z,37.51,33.98,3.5,13,ITM,1.0,0.0,0.0,-0.0026940444090653255,0.01751118628523707,0.0,100.0,3.565,CALL
BBDCB335,2020-01-02T00:00:00.000Z,37.51,33.51,4.2,33,ITM,0.922894,0.04620051694842324,0.01962385458552723,-0.009268563609259534,0.03983269352895999,23.053,91.01,4.2,CALL
BBDCB337,2020-01-02T00:00:00.000Z,37.51,33.26,4.18,33,ITM,1.0,0.0,0.0,-0.002632778150905647,0.04344071311659193,0.0,100.0,4.337,CALL
BBDCB352,2020-01-02T00:00:00.000Z,37.51,34.76,3.19,33,ITM,0.819247,0.07721714232657476,0.03571131332737391,-0.015767248418660895,0.03606410147087719,25.101,79.44,3.19,CALL
BBDCB372,2020-01-02T00:00:00.000Z,37.51,36.8,1.65,33,ATM,0.620852,0.12466209061928461,0.051647695088680286,-0.01931349904513435,0.028335580448123662,22.486,58.95,1.65,CALL
BBDCB373,2020-01-02T00:00:00.000Z,37.51,35.76,2.39,33,ATM,0.73466,0.10122114448788523,0.04448925239078825,-0.018077534974466083,0.032956792642757964,23.855,70.56,2.39,CALL
BBDCB375,2020-01-02T00:00:00.000Z,37.51,37.05,1.59,33,ATM,0.585258,0.11938105578458025,0.052910470605271855,-0.02090019291510862,0.026665805572874065,24.055,55.11,1.59,CALL
BBDCB377,2020-01-02T00:00:00.000Z,37.51,37.3,1.46,33,ATM,0.554867,0.12069181911061123,0.05363884354110226,-0.021139387659134812,0.02534324542138483,24.121,52.02,1.46,CALL
