symbol,time,spot_price,strike,premium,days_to_maturity,moneyness,delta,gamma,vega,theta,rho,volatility,poe,bs_theoretical,option_type
ABEVA130,2021-01-04T00:00:00.000Z,15.48,12.65,2.87,10,ITM,0.961209,0.04568594876320949,0.0025918254826144353,-0.008684345663199299,0.004765738095584249,59.659,95.01,2.87,CALL
ABEVA135,2021-01-04T00:00:00.000Z,15.48,13.15,2.6,10,ITM,0.839358,0.08660499859467115,0.007522674090807849,-0.03518224666320624,0.0041243599475360064,91.345,79.1,2.6,CALL
ABEVA140,2021-01-04T00:00:00.000Z,15.48,13.65,1.84,10,ITM,1.0,0.0,0.0,-0.0010824738761035266,0.005412432164002448,0.0,100.0,1.8408,CALL
ABEVA145,2021-01-04T00:00:00.000Z,15.48,14.15,1.57,10,ITM,0.793185,0.15426130356823672,0.008807531740019773,-0.0272904018158665,0.004249457868832014,60.041,75.74,1.57,CALL
ABEVA147,2021-01-04T00:00:00.000Z,15.48,14.4,1.15,10,ITM,0.881738,0.2015200647875189,0.006105463707222152,-0.010718081826205306,0.0049600965321919335,31.861,86.87,1.15,CALL
ABEVA150,2021-01-04T00:00:00.000Z,15.48,14.65,1.08,10,ITM,0.740308,0.22383010383639035,0.009996362731533674,-0.02429764365645192,0.004119083896767082,46.965,70.91,1.08,CALL
ABEVA155,2021-01-04T00:00:00.000Z,15.48,15.15,0.66,10,ATM,0.628964,0.3176233750814073,0.011653670596441408,-0.023202172544929588,0.0036017759026764507,38.584,59.96,0.66,CALL
ABEVA157,2021-01-04T00:00:00.000Z,15.48,15.4,0.45,10,ATM,0.54939,0.3914269402952026,0.012207812869669899,-0.020658304915624127,0.0031962871115561275,32.798,52.34,0.45,CALL
ABEVA160,2021-01-04T00:00:00.000Z,15.48,15.65,0.34,10,ATM,0.452854,0.38358386631084046,0.012216200554606912,-0.020985840568076876,0.0026469214205384227,33.491,42.65,0.34,CALL
ABEVA165,2021-01-04T00:00:00.000Z,15.48,16.15,0.2,10,ATM,0.29464,0.3085965006914048,0.010633857623823744,-0.019612897824902525,0.0017305861475206217,36.237,27.02,0.2,CALL
ABEVA170,2021-01-04T00:00:00.000Z,15.48,16.65,0.08,10,OTM,0.151452,0.22382305928815754,0.007236228482793411,-0.012480660107085484,0.0008986149899386157,33.999,13.61,0.08,CALL
ABEVA175,2021-01-04T00:00:00.000Z,15.48,17.15,0.04,10,OTM,0.08197,0.13736450317923288,0.004669381032528172,-0.008443229954686224,0.00048766527284816065,35.747,7.17,0.04,CALL
ABEVA180,2021-01-04T00:00:00.000Z,15.48,17.65,0.03,10,OTM,0.057789,0.09248686703600308,0.003566770508234467,-0.007301122963663179,0.0003430871160347614,40.555,4.9,0.03,CALL
ABEVA185,2021-01-04T00:00:00.000Z,15.48,18.15,0.02,10,OTM,0.03815,0.06144153000266722,0.0025568870744025335,-0.005640019283132057,0.00022641696621663075,43.763,3.15,0.02,CALL
ABEVA190,2021-01-04T00:00:00.000Z,15.48,18.65,0.01,10,OTM,0.020382,0.03581449779609034,0.0015172150242134094,-0.003403758218777915,0.0001212337619430503,44.549,1.64,0.01,CALL
ABEVB130,2021-01-04T00:00:00.000Z,15.48,12.65,2.9,35,ITM,0.957234,0.04759916210753602,0.005248284851933561,-0.003429733229383404,0.01655277231554805,33.129,94.48,2.9,CALL
