symbol,time,spot_price,strike,premium,days_to_maturity,moneyness,delta,gamma,vega,theta,rho,volatility,poe,bs_theoretical,option_type
ABEVA18,2020-01-02T00:00:00.000Z,19.2,17.58,1.65,13,ITM,0.968099,0.0764789667040273,0.003121934071080909,-0.003921706783836698,0.008737554167735716,21.465,96.44,1.65,CALL
ABEVA19,2020-01-02T00:00:00.000Z,19.2,18.58,0.74,13,ATM,0.789696,0.3477861859556569,0.012578703660664952,-0.010345846458413428,0.007439961009749718,19.019,77.7,0.74,CALL
ABEVA192,2020-01-02T00:00:00.000Z,19.2,18.83,0.54,13,ATM,0.700773,0.44701067606008404,0.015144629079611742,-0.011402323891065434,0.006662387161661706,17.816,68.66,0.54,CALL
ABEVA195,2020-01-02T00:00:00.000Z,19.2,19.08,0.4,13,ATM,0.576345,0.4783440683194723,0.0170777512396473,-0.013177754153691134,0.005502183576173887,18.774,55.96,0.4,CALL
ABEVA197,2020-01-02T00:00:00.000Z,19.2,19.33,0.25,13,ATM,0.44994,0.5245777253546718,0.017260122077547294,-0.012151662220479443,0.004327547629625045,17.302,43.44,0.25,CALL
ABEVA200,2020-01-02T00:00:00.000Z,19.2,19.58,0.18,13,ATM,0.339115,0.4478662240277758,0.015962637730335804,-0.012009073884753124,0.0032659838865425274,18.742,32.37,0.18,CALL
ABEVA202,2020-01-02T00:00:00.000Z,19.2,19.83,0.1,13,ATM,0.226432,0.3866838996136627,0.01312577256584319,-0.009348251499695433,0.0021911601609588246,17.85,21.44,0.1,CALL
ABEVA205,2020-01-02T00:00:00.000Z,19.2,20.08,0.07,13,ATM,0.162074,0.29413192813520844,0.010700004935755934,-0.00811390594295558,0.001569179196396441,19.129,15.16,0.07,CALL
ABEVA210,2020-01-02T00:00:00.000Z,19.2,20.58,0.03,13,OTM,0.075684,0.15831470982743726,0.0062158714712073,-0.005048878864467978,0.0007341447662217448,20.646,6.92,0.03,CALL
ABEVA23,2020-01-02T00:00:00.000Z,19.2,22.58,0.01,13,OTM,0.019165,0.03184203528630552,0.0020363435309846923,-0.002662238882641862,0.00018465696416487479,33.629,1.59,0.01,CALL
ABEVA48,2020-01-02T00:00:00.000Z,19.2,18.08,1.2,13,ITM,0.880439,0.1955826972094189,0.008700946690855528,-0.009075071712967156,0.008101439702096489,23.393,86.95,1.2,CALL
ABEVA51,2020-01-02T00:00:00.000Z,19.2,21.08,0.02,13,OTM,0.047227,0.0944134094626467,0.0042970092977794175,-0.0040257304521815595,0.00045744378141403204,23.933,4.21,0.02,CALL
ABEVA52,2020-01-02T00:00:00.000Z,19.2,22.08,0.01,13,OTM,0.021374,0.03961029259506213,0.002233672091840135,-0.002579294331053719,0.00020654550383071465,29.653,1.82,0.01,CALL
ABEVA53,2020-01-02T00:00:00.000Z,19.2,23.08,0.01,13,OTM,0.01743,0.026381350506830496,0.0018781754226481868,-0.0027301090291787567,0.0001674794386410338,37.437,1.41,0.01,CALL
ABEVB19,2020-01-02T00:00:00.000Z,19.2,18.58,0.91,33,ATM,0.712111,0.2636034395413735,0.02370150576100003,-0.007701626513298117,0.016712776365825757,18.626,68.87,0.91,CALL
ABEVB195,2020-01-02T00:00:00.000Z,19.2,19.08,0.62,33,ATM,0.564543,0.29457769892900854,0.02735481249956269,-0.008783839547534842,0.013382269859004663,19.236,53.7,0.62,CALL
ABEVB20,2020-01-02T00:00:00.000Z,19.2,19.58,0.38,33,ATM,0.415239,0.2969476914021746,0.0270903731498552,-0.008359568552431243,0.0099426573906766,18.898,38.88,0.38,CALL
ABEVB21,2020-01-02T00:00:00.000Z,19.2,20.58,0.13,33,OTM,0.181783,0.19435213967440193,0.018344420322088693,-0.005701206364306659,0.004400270376752666,19.552,16.37,0.13,CALL
ABEVB50,2020-01-02T00:00:00.000Z,19.2,20.08,0.24,33,ATM,0.289555,0.2492856881397191,0.023766052307473556,-0.007533650949836213,0.0069659373019781345,19.749,26.56,0.24,CALL
ABEVB51,2020-01-02T00:00:00.000Z,19.2,21.08,0.09,33,OTM,0.126575,0.1407012980671061,0.014428133305374992,-0.004829441184455064,0.0030645851088051844,21.242,11.13,0.09,CALL
ABEVC185,2020-01-02T00:00:00.000Z,19.2,18.08,1.47,53,ITM,0.761589,0.16629699557393954,0.02727379215987104,-0.006486681295463658,0.02766195564400978,21.154,73.05,1.47,CALL
ABEVC197,2020-01-02T00:00:00.000Z,19.2,19.33,0.69,53,ATM,0.507695,0.22301815978756984,0.035121059868936405,-0.007448840480689626,0.01904997671756488,20.312,47.06,0.69,CALL
ABEVC20,2020-01-02T00:00:00.000Z,19.2,19.58,0.61,53,ATM,0.45625,0.21261655069085145,0.034916163245705116,-0.007623914195392854,0.01714085185182381,21.181,41.8,0.61,CALL
ABEVC205,2020-01-02T00:00:00.000Z,19.2,20.08,0.38,53,ATM,0.343465,0.21150048877974822,0.03238749060885254,-0.0065279969495522895,0.013070208785450973,19.751,31.08,0.38,CALL
ABEVC21,2020-01-02T00:00:00.000Z,19.2,20.58,0.26,53,OTM,0.25513,0.18080138234467877,0.028281809582626403,-0.005751214345966278,0.009755520198625443,20.176,22.63,0.26,CALL
ABEVD202,2020-01-02T00:00:00.000Z,19.2,19.83,0.4,78,ATM,0.387458,0.24916013693909184,0.040907500258766286,-0.004331831186938015,0.0217880376361905,14.389,35.72,0.4,CALL
ABEVM17,2020-01-02T00:00:00.000Z,19.2,16.58,0.01,13,OTM,-0.019162000000000012,0.03349577481732711,0.0020360818798542766,-0.0024731582048248234,-0.0001949468526129549,31.964,2.28,0.01,CALL
ABEVM172,2020-01-02T00:00:00.000Z,19.2,16.83,0.01,13,OTM,-0.020827999999999958,0.03938827390440988,0.0021853102412349003,-0.0024196100846222163,-0.00021145980336570764,29.175,2.44,0.01,CALL
ABEVM18,2020-01-02T00:00:00.000Z,19.2,17.58,0.02,13,OTM,-0.04602600000000001,0.09344894286544296,0.004209094517959621,-0.003762607319732692,-0.00046619108792111594,23.685,5.15,0.02,CALL
ABEVM182,2020-01-02T00:00:00.000Z,19.2,17.83,0.03,13,OTM,-0.06794500000000003,0.13345198470758332,0.00572226661367741,-0.004856551165804591,-0.0006884466458526588,22.548,7.49,0.03,CALL
ABEVM187,2020-01-02T00:00:00.000Z,19.2,18.33,0.06,13,ATM,-0.13682700000000003,0.2582390200699825,0.00955580454244652,-0.0069382720746374365,-0.001386184156153726,19.458,14.67,0.06,CALL
ABEVM19,2020-01-02T00:00:00.000Z,19.2,18.58,0.11,13,ATM,-0.21839299999999995,0.34255497365771487,0.012857885416818884,-0.009419503886005888,-0.0022198539299959266,19.738,23.18,0.11,CALL
