epoch,train_loss,val_loss,lr
0,17680.0069621693,9.387243184176358,0.0001
1,828.7688993974166,7.109642418948087,0.0001
2,665.9157499833541,6.289743228392168,0.0001
3,611.3688937100497,5.8984834280881016,0.0001
4,577.0541680075905,5.614653197201815,0.0001
5,550.7313270568848,5.373647538098422,0.0001
6,526.2774273265492,5.15049706805836,0.0001
7,504.6542788418856,4.961565191095525,0.0001
8,487.3750669305975,4.807981274344704,0.0001
9,473.08022724498403,4.690937410701405,0.0001
10,463.2724383961071,4.5996410413221875,0.0001
11,453.9022248008034,4.526312698017467,0.0001
12,447.71361749822444,4.462139974940907,0.0001
13,441.86951238458806,4.413103688846935,0.0001
14,436.78075755726206,4.370810627937317,0.0001
15,433.06166700883347,4.339825337583369,0.0001
16,429.82514849576086,4.309499805623835,0.0001
17,427.5567398071289,4.287048740820452,0.0001
18,425.02823638916016,4.27003655650399,0.0001
19,422.7529106140137,4.25148652900349,0.0001
20,420.9874773892489,4.237657308578491,0.0001
21,419.9590263366699,4.225646268237721,0.0001
22,418.95122597434306,4.212482528253035,0.0001
23,417.2602098638361,4.201516953381625,0.0001
24,416.43882127241653,4.1908134763891045,0.0001
25,415.5204436562278,4.183468049222773,0.0001
26,414.2396756952459,4.174202171238986,0.0001
27,413.9515332308683,4.1644921411167495,0.0001
28,412.99807080355555,4.159424326636574,0.0001
29,412.5147576765581,4.152206951921636,0.0001
30,412.10893318869853,4.146979700435292,0.0001
31,411.25302782925695,4.141549468040466,0.0001
32,410.84907635775477,4.136135057969526,0.0001
33,410.38580322265625,4.131102551113475,0.0001
34,410.0697250366211,4.125912156972018,0.0001
35,409.21915089000356,4.12559572133151,0.0001
36,408.72650631991297,4.118408604101702,0.0001
37,408.4596696333452,4.114790352908048,0.0001
38,408.2528364008123,4.1113281358372085,0.0001
39,408.04010183160955,4.10705613006245,0.0001
40,407.77351171320134,4.104701378128746,0.0001
41,407.1874497153542,4.100286375392567,0.0001
42,406.80158441716975,4.097413095560941,0.0001
43,406.4271372014826,4.0956255847757514,0.0001
44,406.49858925559306,4.091699220917442,0.0001
45,406.2004186456854,4.0901306217367,0.0001
46,405.84141852638936,4.08789091760462,0.0001
47,405.3724524758079,4.083619952201843,0.0001
