epoch,train_loss,val_loss,lr
0,18348.741067366165,10.205313379114324,0.0001
1,980.8087331598455,9.338409553874623,0.0001
2,857.0885557694869,8.006255756724965,0.0001
3,767.0719736272639,7.456089453263716,0.0001
4,724.1850093494762,7.111682978543368,0.0001
5,694.3773671930486,6.839154828678478,0.0001
6,667.4708376797763,6.5821309956637295,0.0001
7,640.4813246293502,6.3113553090529,0.0001
8,611.5412063598633,6.0104943405498155,0.0001
9,581.1313608342952,5.706197847019542,0.0001
10,552.4809657010165,5.444962804967707,0.0001
11,529.6344056562943,5.23917217688127,0.0001
12,511.8684193004261,5.081937898289073,0.0001
13,498.45201457630503,4.962701862508601,0.0001
14,487.5336078297008,4.871412970803001,0.0001
15,479.1757326993075,4.798607587814331,0.0001
16,472.20614485307175,4.734786662188443,0.0001
17,466.23880455710673,4.685154763135043,0.0001
18,461.6143379211426,4.644913630052046,0.0001
19,457.1832032637163,4.604148604653099,0.0001
20,453.5951756564054,4.572454387491399,0.0001
21,449.7753098227761,4.547174193642356,0.0001
22,446.7382763949308,4.520868258042769,0.0001
23,444.45542560924184,4.491886442357844,0.0001
24,441.9323276172985,4.472924384203824,0.0001
25,439.58095481178975,4.454713713039052,0.0001
26,437.18413855812764,4.4370765469291,0.0001
27,435.8726823980158,4.41846082427285,0.0001
28,433.3517577431419,4.402442455291748,0.0001
29,431.4814224243164,4.386416305195201,0.0001
30,429.7735026966442,4.3734869523481885,0.0001
31,428.59730078957296,4.361972451210022,0.0001
32,427.3209807656028,4.34796066717668,0.0001
33,425.869217265736,4.338931690562855,0.0001
34,424.8183288574219,4.328043016520414,0.0001
35,423.42122303355825,4.318105242469094,0.0001
36,421.8644627657804,4.307961897416548,0.0001
37,420.94584759798914,4.297348596832969,0.0001
38,419.67554439197886,4.291197896003723,0.0001
39,418.9163530523127,4.2812607071616435,0.0001
40,418.72199353304774,4.274825432083824,0.0001
41,416.85009661587804,4.265293110500682,0.0001
42,416.8875354420055,4.255878502672369,0.0001
43,415.68948156183416,4.248693986372515,0.0001
44,414.8283771168102,4.244151852347634,0.0001
45,413.74741432883525,4.2359525398774585,0.0001
46,413.88829491355204,4.2306927984411065,0.0001
47,413.2241828224876,4.223360256715254,0.0001
48,412.8236919749867,4.221601345322349,0.0001
49,412.0111167214134,4.213779633695429,0.0001
50,411.29735322432083,4.209329323335127,0.0001
51,410.9068208174272,4.202244292606007,0.0001
52,410.47738370028407,4.198394753716209,0.0001
53,410.15743741122157,4.192419518123973,0.0001
54,409.30945899269796,4.19360753622922,0.0001
55,408.8937159451571,4.186557954007929,0.0001
56,408.40222237326884,4.183243155479431,0.0001
57,408.18379974365234,4.178061181848699,0.0001
58,407.56848734075373,4.176478624343872,0.0001
59,407.892613844438,4.173503258011558,0.0001
60,407.3632417158647,4.1690920266238125,0.0001
61,406.6540017561479,4.165172349322926,0.0001
62,406.9507272893732,4.165945638309825,0.0001
63,406.3358102278276,4.161773031408137,0.0001
64,405.51452047174627,4.156434069980275,0.0001
65,405.45910401777786,4.154052300886675,0.0001
66,405.51503961736506,4.154142715714195,0.0001
67,405.5252408114347,4.149584770202637,0.0001
68,404.8316178755327,4.149320808323947,0.0001
69,404.7873008034446,4.148133093660528,0.0001
70,404.22789764404297,4.142161347649314,0.0001
71,404.20823842828923,4.140693491155451,0.0001
72,404.1923765702681,4.138430378653786,0.0001
73,403.6653449318626,4.135513858361677,0.0001
74,403.220686825839,4.134035760706121,0.0001
75,403.30255612460047,4.132034962827509,0.0001
76,403.0326666398482,4.1283156004819,0.0001
77,402.79465796730733,4.126819870688698,0.0001
78,402.93134966763586,4.124740145423195,0.0001
79,402.37096162275833,4.123041478070346,0.0001
80,402.33176664872605,4.12142102284865,0.0001
81,401.97279878096145,4.119721412658691,0.0001
82,401.8235334916548,4.116038105704567,0.0001
83,402.33448826182973,4.118190191008828,0.0001
84,401.4483222961426,4.113325650041753,0.0001
85,401.40648824518377,4.112568627704274,0.0001
86,401.1128748113459,4.109763871539723,0.0001
87,401.3660496798429,4.1093584949320014,0.0001
88,401.57356054132634,4.1082270470532505,0.0001
89,400.55968648737127,4.10856125571511,0.0001
90,400.3188781738281,4.104315443472429,0.0001
91,400.7094643332741,4.101275877519087,0.0001
92,400.2041435241699,4.100856401703575,0.0001
93,400.07515092329544,4.098667589100924,0.0001
94,400.6316067088734,4.097265817902305,0.0001
95,399.95581158724696,4.096953955563632,0.0001
96,399.9674394780939,4.095594687895342,0.0001
97,400.0791691866788,4.09462868083607,0.0001
98,399.70660677823156,4.091359095139937,0.0001
99,399.7036150152033,4.092045361345464,0.0001
100,399.68251210992986,4.090072956952182,0.0001
101,399.67543862082744,4.086676987734708,0.0001
102,399.6407259160822,4.0865430506792935,0.0001
103,398.71668867631394,4.084853237325495,0.0001
104,399.1626257462935,4.084010362625122,0.0001
105,399.2052792635831,4.083264199170199,0.0001
106,398.5108607899059,4.081999843770808,0.0001
107,398.9607176347212,4.080680164423856,0.0001
108,398.2715228687633,4.079246683554216,0.0001
109,398.80124421553177,4.079624739560214,0.0001
