epoch,train_loss,val_loss,lr,weight_data,weight_pde
0,440.21138403632426,10.28967961398038,0.0001,0.9953076243400574,1.0084002017974854
1,10.208690773357045,9.868880228562789,0.0001,0.9949115514755249,1.0170881748199463
2,9.485899426720358,8.891478711908514,0.0001,0.994437575340271,1.0259451866149902
3,8.408308413895694,7.6801463040438565,0.0001,0.9939345717430115,1.0349382162094116
4,7.464228689670563,6.9199325821616435,0.0001,0.9934398531913757,1.0440715551376343
5,6.89880245923996,6.499387090856379,0.0001,0.9929298162460327,1.05333411693573
6,6.479318234053525,6.1332689848813144,0.0001,0.9924011826515198,1.0626882314682007
7,6.09702730178833,5.815244262868708,0.0001,0.9918588399887085,1.0721242427825928
8,5.766255210746419,5.555445194244385,0.0001,0.991300642490387,1.081648826599121
9,5.508390892635692,5.3409554741599345,0.0001,0.9907293319702148,1.0912654399871826
10,5.296540699221871,5.168566985563799,0.0001,0.9901397824287415,1.1009775400161743
11,5.114595732905648,5.0228519873185595,0.0001,0.989533007144928,1.1108062267303467
12,4.957118386572057,4.904632980173284,0.0001,0.9889072775840759,1.1207607984542847
13,4.8210391781546855,4.8028387806632304,0.0001,0.9882607460021973,1.1308473348617554
14,4.707186260006645,4.718495585701683,0.0001,0.9875926971435547,1.1410529613494873
15,4.610833953727376,4.649025006727739,0.0001,0.9868991374969482,1.151371717453003
16,4.52936814589934,4.5899060422723945,0.0001,0.9861790537834167,1.1617993116378784
17,4.456493345173922,4.539159579710527,0.0001,0.9854299426078796,1.1723337173461914
18,4.388246823440898,4.496001482009888,0.0001,0.984648585319519,1.1829760074615479
19,4.324643958698619,4.456936511126432,0.0001,0.9838396906852722,1.1937249898910522
20,4.278981162743135,4.4213927442377265,0.0001,0.9829984903335571,1.2045797109603882
21,4.225620261647484,4.391256289048628,0.0001,0.982123851776123,1.2155392169952393
22,4.184663211757487,4.365992719476873,0.0001,0.9812138676643372,1.2266013622283936
23,4.1352471736344425,4.341249650174921,0.0001,0.9802613854408264,1.2377620935440063
24,4.099253356456757,4.3203214190223,0.0001,0.9792740941047668,1.2490230798721313
25,4.095685178583318,4.3026181351054795,0.0001,0.9782472252845764,1.2600834369659424
26,4.056611811572855,4.283817627213218,0.0001,0.9771767258644104,1.2713524103164673
27,4.0145080170848155,4.268357656218789,0.0001,0.9760602712631226,1.282758355140686
28,3.9893583221869036,4.25466297973286,0.0001,0.9749040603637695,1.2942886352539062
29,3.960378324443644,4.2425090941515835,0.0001,0.9736963510513306,1.305937647819519
30,3.9331651248715143,4.2315613573247735,0.0001,0.9724395871162415,1.31770658493042
31,3.9050473760474813,4.221597769043663,0.0001,0.971134603023529,1.3295965194702148
32,3.8783613091165368,4.212156555869362,0.0001,0.9697765707969666,1.3416098356246948
33,3.852106064558029,4.205426888032393,0.0001,0.9683616757392883,1.3537462949752808
34,3.8268383226611395,4.19650539484891,0.0001,0.966895341873169,1.3660037517547607
35,3.801195412874222,4.189214446327903,0.0001,0.9653670787811279,1.3783775568008423
36,3.7806567468426446,4.18265974521637,0.0001,0.9637826681137085,1.3908647298812866
37,3.7549048878929834,4.176006295464256,0.0001,0.9621360301971436,1.4034655094146729
38,3.736804880879142,4.1697773283178154,0.0001,0.9604286551475525,1.4161807298660278
39,3.7083279192447662,4.164578741247004,0.0001,0.9586523771286011,1.4290105104446411
40,3.6868377165360884,4.160419626669451,0.0001,0.9568079710006714,1.4419549703598022
41,3.667099443348971,4.155223673040217,0.0001,0.9549001455307007,1.4550143480300903
42,3.6440096362070604,4.151492303067988,0.0001,0.952914297580719,1.4681910276412964
43,3.618069366975264,4.145367405631325,0.0001,0.950863778591156,1.4814848899841309
