symbol,time,spot_price,strike,premium,days_to_maturity,moneyness,delta,gamma,vega,theta,rho,volatility,poe,bs_theoretical,option_type
ELETA420,2023-01-02T00:00:00.000Z,40.59,42.0,1.05,13,ATM,0.389114,0.09458038443424772,0.035348941186357834,-0.06095659368514811,0.007606073947148105,43.974,35.14,1.05,CALL
ELETA425,2023-01-02T00:00:00.000Z,40.59,42.5,0.8,13,ATM,0.333442,0.09516902603580334,0.03352503166305141,-0.054454008280667064,0.006569311485815089,41.447,29.99,0.8,CALL
ELETA430,2023-01-02T00:00:00.000Z,40.59,43.0,0.78,13,OTM,0.308252,0.0845046274349029,0.032444182732034206,-0.057300584757609505,0.006052167968263958,45.173,27.31,0.78,CALL
ELETA435,2023-01-02T00:00:00.000Z,40.59,43.5,0.6,13,OTM,0.260367,0.08107927146846093,0.02992533639177046,-0.05077376028127396,0.005142349754724203,43.426,22.94,0.6,CALL
ELETA440,2023-01-02T00:00:00.000Z,40.59,44.0,0.45,13,OTM,0.214458,0.0756867578706405,0.026897871529464587,-0.04391317780857088,0.00425843191527243,41.814,18.78,0.45,CALL
ELETA445,2023-01-02T00:00:00.000Z,40.59,44.5,0.45,13,OTM,0.20221,0.06757883215050493,0.025980661872803866,-0.04581591010704383,0.0040019579687855834,45.234,17.45,0.45,CALL
ELETA447,2023-01-02T00:00:00.000Z,40.59,44.75,0.46,13,OTM,0.199004,0.06402956758419841,0.025732575513765368,-0.04740358994216023,0.003929681681136936,47.285,17.04,0.46,CALL
ELETA450,2023-01-02T00:00:00.000Z,40.59,45.0,0.35,13,OTM,0.167963,0.06135243658114944,0.02314937975744482,-0.040040654113509024,0.003336445282481345,44.395,14.39,0.35,CALL
ELETA455,2023-01-02T00:00:00.000Z,40.59,45.5,0.28,13,OTM,0.140711,0.05481683155255755,0.020590338079930687,-0.0354307296350287,0.0028019279162301764,44.195,11.95,0.28,CALL
ELETA460,2023-01-02T00:00:00.000Z,40.59,46.0,0.2,13,OTM,0.109505,0.04754696735257228,0.01727920107836006,-0.028753696182127576,0.002189752716109635,42.759,9.24,0.2,CALL
ELETB407,2023-01-02T00:00:00.000Z,40.59,40.75,3.58,33,ATM,0.54206,0.04382069114077073,0.05827234543209234,-0.055881371343350104,0.024124287713613222,61.636,45.33,3.58,CALL
ELETB422,2023-01-02T00:00:00.000Z,40.59,42.25,1.95,33,ATM,0.439489,0.06035752655327075,0.0579229078905761,-0.04029801495302742,0.02080678438623966,44.48,37.71,1.95,CALL
ELETB427,2023-01-02T00:00:00.000Z,40.59,42.75,1.7,33,OTM,0.406689,0.061039515451866415,0.05698798987807048,-0.03854000201189084,0.019390738278931653,43.274,34.73,1.7,CALL
ELETB432,2023-01-02T00:00:00.000Z,40.59,43.25,1.56,33,OTM,0.380079,0.05925973007833218,0.0559305704323473,-0.03817258101983862,0.018159672745821226,43.746,32.15,1.56,CALL
ELETB437,2023-01-02T00:00:00.000Z,40.59,43.75,1.38,33,OTM,0.35056,0.05831629417280451,0.05443734552816316,-0.03670686355831275,0.016826329540950907,43.267,29.45,1.38,CALL
ELETB447,2023-01-02T00:00:00.000Z,40.59,44.75,1.03,33,OTM,0.289728,0.05589325873491252,0.05025702084066747,-0.032586785886997614,0.014051246405302711,41.676,24.04,1.03,CALL
ELETB450,2023-01-02T00:00:00.000Z,40.59,45.0,1.01,33,OTM,0.281813,0.05414841362122953,0.049599126452919994,-0.03273346600573076,0.01365672969505768,42.456,23.24,1.01,CALL
ELETB457,2023-01-02T00:00:00.000Z,40.59,45.75,0.85,33,OTM,0.246903,0.050572838621758,0.0463673800096916,-0.030582768268247174,0.012010640783738738,42.496,20.1,0.85,CALL
ELETB490,2023-01-02T00:00:00.000Z,40.59,49.0,0.65,33,OTM,0.176681,0.03507031904176224,0.038093098551645,-0.02957519154447323,0.00853997922897244,50.345,13.34,0.65,CALL
ELETB545,2023-01-02T00:00:00.000Z,40.59,54.5,0.11,33,OTM,0.043236,0.013901899889605867,0.013481033022429843,-0.009311326390051795,0.0021541147290505005,44.947,3.03,0.11,CALL
ELETB565,2023-01-02T00:00:00.000Z,40.59,56.5,0.12,33,OTM,0.042692,0.0123526839386125,0.013343696283750697,-0.01025074391839916,0.0021120682721351095,50.069,2.86,0.12,CALL
