symbol,time,spot_price,strike,premium,days_to_maturity,moneyness,delta,gamma,vega,theta,rho,volatility,poe,bs_theoretical,option_type
MGLUA210,2023-01-02T00:00:00.000Z,2.59,2.1,0.53,13,ITM,0.870476,0.3965947821218204,0.0012412832061538238,-0.00445488261760405,0.0008896338658213592,90.445,82.21,0.53,CALL
MGLUA22,2023-01-02T00:00:00.000Z,2.59,2.2,0.46,13,ITM,0.805599,0.48696679920180086,0.0016188583929325068,-0.006110555088617776,0.0008390632810586173,96.066,74.01,0.46,CALL
MGLUA23,2023-01-02T00:00:00.000Z,2.59,2.3,0.36,13,ITM,0.77344,0.6399613362703167,0.001771176758769703,-0.005578694117172176,0.0008476831856977365,79.978,71.52,0.36,CALL
MGLUA230,2023-01-02T00:00:00.000Z,2.59,23.0,0.01,13,OTM,0.016258,0.018402537826955164,0.00023872211037883842,-0.0034444390739418788,1.6570179041068652e-05,374.865,0.14,0.01,CALL
MGLUA240,2023-01-02T00:00:00.000Z,2.59,2.4,0.3,13,ITM,0.692153,0.7159646930018844,0.0020690249609505596,-0.0067639904892095905,0.0007700263309706238,83.509,62.26,0.3,CALL
MGLUA25,2023-01-02T00:00:00.000Z,2.59,2.5,0.25,13,ATM,0.61139,0.7483972272164531,0.0022547330091147143,-0.0076558423573038015,0.0006879131421563141,87.061,53.4,0.25,CALL
MGLUA260,2023-01-02T00:00:00.000Z,2.59,2.6,0.22,13,ATM,0.537941,0.7080536247584064,0.002336201245645025,-0.008660411971522607,0.000605254107299823,95.346,45.17,0.22,CALL
MGLUA270,2023-01-02T00:00:00.000Z,2.59,2.7,0.15,13,ATM,0.452211,0.8090283626274167,0.0023299656812922104,-0.007539089545992906,0.0005268208442955667,83.224,37.86,0.15,CALL
MGLUA280,2023-01-02T00:00:00.000Z,2.59,2.8,0.11,13,OTM,0.371275,0.7968687938429154,0.0022235669525664014,-0.0069636786963249665,0.00043931660127386656,80.635,30.45,0.11,CALL
MGLUA290,2023-01-02T00:00:00.000Z,2.59,2.9,0.09,13,OTM,0.31174,0.714817616272726,0.0020803960419826266,-0.006786489472583538,0.0003700886153778703,84.103,24.76,0.09,CALL
MGLUA300,2023-01-02T00:00:00.000Z,2.59,3.0,0.06,13,OTM,0.237446,0.6584173375777085,0.0018180729087891726,-0.0056237448136887535,0.0002863001656931647,79.794,18.52,0.06,CALL
MGLUA310,2023-01-02T00:00:00.000Z,2.59,3.1,0.05,13,OTM,0.198897,0.567007879516972,0.0016414299593681195,-0.005318266816238694,0.00023995329143053476,83.655,15.02,0.05,CALL
MGLUA320,2023-01-02T00:00:00.000Z,2.59,3.2,0.03,13,OTM,0.137912,0.47651837464743524,0.0012960032246537114,-0.003943583949919262,0.00016878845907972883,78.594,10.24,0.03,CALL
MGLUA325,2023-01-02T00:00:00.000Z,2.59,3.25,0.03,13,OTM,0.132948,0.4428060474781148,0.0012638488899815567,-0.004034224946589298,0.0001621554917520091,82.479,9.68,0.03,CALL
MGLUA330,2023-01-02T00:00:00.000Z,2.59,3.3,0.03,13,OTM,0.128506,0.4136151807868061,0.001234506441876048,-0.004119276950158744,0.0001562219411996374,86.25,9.19,0.03,CALL
MGLUA340,2023-01-02T00:00:00.000Z,2.59,3.4,0.03,13,OTM,0.120882,0.3656438922985667,0.001182845379473767,-0.0042753848575299794,0.00014603288379065583,93.482,8.33,0.03,CALL
MGLUA350,2023-01-02T00:00:00.000Z,2.59,3.5,0.02,13,OTM,0.088027,0.2992577757973513,0.000939652487106118,-0.003295786986308769,0.00010729569702544563,90.736,5.95,0.02,CALL
MGLUA360,2023-01-02T00:00:00.000Z,2.59,3.6,0.02,13,OTM,0.083618,0.2696065061657446,0.0009041921268053951,-0.003385993131753239,0.0001014043011239901,96.915,5.47,0.02,CALL
MGLUA370,2023-01-02T00:00:00.000Z,2.59,3.7,0.01,13,OTM,0.049173,0.19382717384050716,0.0005986847691647605,-0.002064595094610929,6.0543148665001065e-05,89.257,3.18,0.01,CALL
MGLUA380,2023-01-02T00:00:00.000Z,2.59,3.8,0.01,13,OTM,0.046985,0.17661207594191852,0.0005772720764815102,-0.0021060173556917074,5.761860534043602e-05,94.454,2.94,0.01,CALL
MGLUA390,2023-01-02T00:00:00.000Z,2.59,3.9,0.01,13,OTM,0.045068,0.1622258660466508,0.0005582771356369459,-0.0021438198734493237,5.50569630571324e-05,99.447,2.74,0.01,CALL
MGLUA400,2023-01-02T00:00:00.000Z,2.59,4.0,0.01,13,OTM,0.043391,0.1500724310728418,0.0005414646423158666,-0.0021794698017171873,5.28159640965679e-05,104.263,2.56,0.01,CALL
MGLUA420,2023-01-02T00:00:00.000Z,2.59,4.2,0.01,13,OTM,0.040557,0.1306457079214631,0.0005126516289195593,-0.002243373974881159,4.903060012542074e-05,113.393,2.27,0.01,CALL
MGLUA950,2023-01-02T00:00:00.000Z,2.59,9.5,0.01,13,OTM,0.021947,0.03578205474698349,0.00030811923553936073,-0.002952629240532356,2.4165230938414862e-05,248.836,0.49,0.01,CALL
MGLUB150,2023-01-02T00:00:00.000Z,2.59,1.5,1.1,33,ITM,0.979919,0.06522591951119674,0.0004553633139060088,-0.0006624555828055357,0.0018830765479161367,79.474,96.12,1.1,CALL
MGLUB220,2023-01-02T00:00:00.000Z,2.59,2.2,0.54,33,ITM,0.751802,0.38405807241543044,0.0029669237253644233,-0.0040649959540675,0.0018427140390290453,87.942,64.13,0.54,CALL
MGLUB23,2023-01-02T00:00:00.000Z,2.59,2.3,0.48,33,ITM,0.705224,0.4165594088880247,0.0032327093146563156,-0.004434018176714857,0.001763307523957544,88.344,58.7,0.48,CALL
MGLUB240,2023-01-02T00:00:00.000Z,2.59,2.4,0.41,33,ITM,0.659438,0.4643135063819969,0.0034363551741715933,-0.0044896356521752934,0.0016996828135983223,84.251,54.22,0.41,CALL
MGLUB250,2023-01-02T00:00:00.000Z,2.59,2.5,0.36,33,ATM,0.609174,0.483937886385963,0.0035981902743303885,-0.004711143722432767,0.0015946797138149643,84.641,48.84,0.36,CALL
MGLUB260,2023-01-02T00:00:00.000Z,2.59,2.6,0.29,33,ATM,0.554535,0.5392281692774991,0.003704099617690229,-0.0044796971019128145,0.0015010286676132114,78.199,44.2,0.29,CALL
MGLUB270,2023-01-02T00:00:00.000Z,2.59,2.7,0.26,33,ATM,0.505786,0.523726639158484,0.003738693545685024,-0.004686753543759781,0.0013749757603429367,81.265,38.99,0.26,CALL
MGLUB280,2023-01-02T00:00:00.000Z,2.59,2.8,0.22,33,OTM,0.454689,0.5264385175017143,0.003714943609749286,-0.004597710998584948,0.0012540552832068458,80.333,34.29,0.22,CALL
MGLUB290,2023-01-02T00:00:00.000Z,2.59,2.9,0.18,33,OTM,0.401601,0.5281167344560789,0.0036247707077612296,-0.004359446388147476,0.0011263787694881274,78.134,29.74,0.18,CALL
MGLUB300,2023-01-02T00:00:00.000Z,2.59,3.0,0.16,33,OTM,0.362667,0.49829052258769696,0.0035152904387535915,-0.0043393048383632725,0.0010205171735913744,80.31,26.05,0.16,CALL
MGLUB310,2023-01-02T00:00:00.000Z,2.59,3.1,0.13,33,OTM,0.315329,0.4826097384778654,0.003330951946257896,-0.0040198939824395525,0.0008992512343801379,78.571,22.21,0.13,CALL
MGLUB320,2023-01-02T00:00:00.000Z,2.59,3.2,0.12,33,OTM,0.288885,0.4451646284027927,0.0032024454854785345,-0.0040234979573522504,0.0008226558271511155,81.894,19.68,0.12,CALL
MGLUB330,2023-01-02T00:00:00.000Z,2.59,3.3,0.1,33,OTM,0.252255,0.4190021121240837,0.002992538790444286,-0.0037303715190292555,0.0007246075515792594,81.304,16.81,0.1,CALL
MGLUB350,2023-01-02T00:00:00.000Z,2.59,3.5,0.07,33,OTM,0.191023,0.35935990807326623,0.002551768471902106,-0.0031590595959555957,0.0005562167976432543,80.835,12.17,0.07,CALL
MGLUB360,2023-01-02T00:00:00.000Z,2.59,3.6,0.06,33,OTM,0.167901,0.32927003994194964,0.002352893219092153,-0.0029297500751358455,0.0004908873723483804,81.346,10.44,0.06,CALL
MGLUB370,2023-01-02T00:00:00.000Z,2.59,3.7,0.06,33,OTM,0.161805,0.30525676869951807,0.0022972017749997476,-0.003010299016643939,0.0004702168547919822,85.669,9.73,0.06,CALL
MGLUB400,2023-01-02T00:00:00.000Z,2.59,4.0,0.03,33,OTM,0.094163,0.21958184434135727,0.0015738222148355067,-0.00196260629921518,0.0002800841937334468,81.592,5.36,0.03,CALL
MGLUB450,2023-01-02T00:00:00.000Z,2.59,4.5,0.02,33,OTM,0.062058,0.14596734850843943,0.0011463046229757002,-0.001563877789382971,0.00018428671133398467,89.399,3.14,0.02,CALL
MGLUB460,2023-01-02T00:00:00.000Z,2.59,4.6,0.02,33,OTM,0.060665,0.13921598543891225,0.0011261537302125447,-0.0015821565633401457,0.00017956217460648473,92.087,2.99,0.02,CALL
MGLUB500,2023-01-02T00:00:00.000Z,2.59,5.0,0.01,33,OTM,0.033442,0.08757630109038084,0.0006976145349521877,-0.0009645760462786191,0.0001003276722204152,90.681,1.54,0.01,CALL
MGLUC250,2023-01-02T00:00:00.000Z,2.59,2.5,0.48,53,ATM,0.620109,0.3454355553474268,0.004522149610812783,-0.0040479931378795695,0.002368339450935445,92.791,45.23,0.48,CALL
MGLUC260,2023-01-02T00:00:00.000Z,2.59,2.6,0.37,53,ATM,0.571738,0.421351829657699,0.004661749697952172,-0.0035370079425395586,0.0023362032400306085,78.421,42.9,0.37,CALL
