symbol,time,spot_price,strike,premium,days_to_maturity,moneyness,delta,gamma,vega,theta,rho,volatility,poe,bs_theoretical,option_type
B3SAA551,2021-01-04T00:00:00.000Z,60.98,54.57,7.3,10,ITM,0.818821,0.03262758243532518,0.03200607203598854,-0.10976481709073549,0.01691753988797065,66.477,78.19,7.3,CALL
B3SAA561,2021-01-04T00:00:00.000Z,60.98,55.57,6.31,10,ITM,0.800891,0.038368105757129706,0.03391737183602515,-0.10496729580852021,0.016876504040639624,59.906,76.59,6.31,CALL
B3SAA576,2021-01-04T00:00:00.000Z,60.98,57.07,4.85,10,ITM,0.763406,0.05031219917697761,0.03746908046405808,-0.09785903709265682,0.016548789437356767,50.469,73.13,4.85,CALL
B3SAA580,2021-01-04T00:00:00.000Z,60.98,56.57,4.6,10,ITM,0.912034,0.04571937894769908,0.019393607034183517,-0.031923081451964444,0.020244617007210714,28.746,90.25,4.6,CALL
B3SAA581,2021-01-04T00:00:00.000Z,60.98,57.57,4.29,10,ITM,0.755454,0.05708583122371657,0.038149587740008574,-0.08970041305574165,0.016578589249982,45.288,72.63,4.29,CALL
B3SAA586,2021-01-04T00:00:00.000Z,60.98,58.07,3.4,10,ITM,0.797046,0.07457253572028692,0.03430876677410306,-0.057070754985290365,0.017938260128664056,31.178,77.91,3.4,CALL
B3SAA591,2021-01-04T00:00:00.000Z,60.98,58.57,3.64,10,ATM,0.688661,0.06286676063382665,0.04293621906838294,-0.10240414150135851,0.015220243350554299,46.283,65.54,3.64,CALL
B3SAA596,2021-01-04T00:00:00.000Z,60.98,59.07,2.86,10,ATM,0.689049,0.08126028713308167,0.0429130171958898,-0.07989438712334587,0.015539168766705885,35.788,66.34,2.86,CALL
B3SAA601,2021-01-04T00:00:00.000Z,60.98,59.57,2.5,10,ATM,0.648978,0.08743136821457959,0.04504212305550856,-0.08156660335688806,0.014712349725109125,34.912,62.29,2.5,CALL
B3SAA606,2021-01-04T00:00:00.000Z,60.98,60.07,2.15,10,ATM,0.605861,0.09362544305359304,0.046745456333512445,-0.08184225070608976,0.01380787161989135,33.835,57.97,2.15,CALL
