symbol,time,spot_price,strike,premium,days_to_maturity,moneyness,delta,gamma,vega,theta,rho,volatility,poe,bs_theoretical,option_type
MGLUA100,2022-01-03T00:00:00.000Z,6.72,9.99,0.02,13,OTM,0.038004,0.05845850169176415,0.0012615770904140559,-0.004513687879447514,0.00012143122853413093,92.638,2.36,0.02,CALL
MGLUA105,2022-01-03T00:00:00.000Z,6.72,10.49,0.01,13,OTM,0.020802,0.03589982850159525,0.0007640496463540122,-0.002695033713901985,6.69520212500446e-05,91.359,1.24,0.01,CALL
MGLUA110,2022-01-03T00:00:00.000Z,6.72,10.99,0.01,13,OTM,0.01942,0.031188446240241155,0.0007207790906614569,-0.0027597428317198917,6.216328897962671e-05,99.204,1.1,0.01,CALL
MGLUA115,2022-01-03T00:00:00.000Z,6.72,11.49,0.01,13,OTM,0.018292,0.02758737780766227,0.0006850026594292349,-0.0028171389832397755,5.825309983066878e-05,106.587,0.98,0.01,CALL
MGLUA117,2022-01-03T00:00:00.000Z,6.72,11.74,0.01,13,OTM,0.017808,0.02609582740503294,0.0006694954690999098,-0.002844497159464276,5.6574190367015226e-05,110.128,0.94,0.01,CALL
MGLUA122,2022-01-03T00:00:00.000Z,6.72,12.24,0.01,13,OTM,0.016946,0.023561132952282703,0.0006417321037366795,-0.0028940139116330143,5.3584230032825464e-05,116.917,0.85,0.01,CALL
MGLUA217,2022-01-03T00:00:00.000Z,6.72,21.74,0.01,13,OTM,0.010777,0.009130376514570139,0.00043420132922109786,-0.00341408697357303,3.219871181881074e-05,204.138,0.29,0.01,CALL
MGLUA536,2022-01-03T00:00:00.000Z,6.72,4.99,1.95,13,ITM,0.849438,0.1002043536648517,0.0035675848176837965,-0.021268946227589916,0.0019387561481037105,152.83,75.39,1.95,CALL
MGLUA549,2022-01-03T00:00:00.000Z,6.72,5.49,1.45,13,ITM,0.812131,0.14809673898434075,0.0041131601309925755,-0.019178683623305097,0.0020673600832520783,119.221,73.07,1.45,CALL
MGLUA580,2022-01-03T00:00:00.000Z,6.72,5.89,1.03,13,ITM,0.776141,0.22049443236518312,0.004564364422838542,-0.01593179233076082,0.0021592596340313723,88.86,71.14,1.03,CALL
MGLUA599,2022-01-03T00:00:00.000Z,6.72,5.99,0.93,13,ITM,0.762025,0.24570716663404,0.004722931549148934,-0.015321023567998986,0.0021619112904085087,82.512,70.04,0.93,CALL
MGLUA600,2022-01-03T00:00:00.000Z,6.72,6.09,0.86,13,ITM,0.734402,0.2613928216569064,0.00500500673072005,-0.016145596994920484,0.002102263005620402,82.193,66.99,0.86,CALL
MGLUA620,2022-01-03T00:00:00.000Z,6.72,6.29,0.75,13,ITM,0.671251,0.2775765145888536,0.005519033458978912,-0.01841578606604686,0.0019400851018174356,85.35,59.85,0.75,CALL
MGLUA649,2022-01-03T00:00:00.000Z,6.72,6.49,0.61,13,ATM,0.613013,0.31052252902411387,0.005843066579738331,-0.018431131272292196,0.0018104182922873853,80.774,54.13,0.61,CALL
MGLUA660,2022-01-03T00:00:00.000Z,6.72,6.66,0.53,13,ATM,0.558354,0.315496266586968,0.006023795556794961,-0.0192444848447719,0.0016622045958647775,81.959,48.43,0.53,CALL
MGLUA680,2022-01-03T00:00:00.000Z,6.72,6.86,0.42,13,ATM,0.491984,0.3318674651194497,0.006087823768833855,-0.018666889305823605,0.0014888680416080945,78.744,42.12,0.42,CALL
MGLUA699,2022-01-03T00:00:00.000Z,6.72,6.99,0.37,13,ATM,0.450753,0.3279942671195454,0.006042599551367527,-0.018590453730356546,0.0013717262497865185,79.082,38.08,0.37,CALL
MGLUA700,2022-01-03T00:00:00.000Z,6.72,7.06,0.35,13,ATM,0.430611,0.32150987984442575,0.005996703762666465,-0.018668238825833426,0.0013122207909336367,80.064,36.07,0.35,CALL
MGLUA720,2022-01-03T00:00:00.000Z,6.72,7.26,0.26,13,OTM,0.361,0.32301611775086503,0.005715605411982235,-0.016869367801271167,0.0011173329548319648,75.956,29.86,0.26,CALL
MGLUA749,2022-01-03T00:00:00.000Z,6.72,7.49,0.21,13,OTM,0.302712,0.2926845317179812,0.005328368280244733,-0.016160226876515704,0.000941062354417429,78.148,24.38,0.21,CALL
MGLUA760,2022-01-03T00:00:00.000Z,6.72,7.69,0.16,13,OTM,0.24885,0.26988504420904236,0.0048383502236276285,-0.01444078434608718,0.0007801343411675078,76.956,19.69,0.16,CALL
MGLUA789,2022-01-03T00:00:00.000Z,6.72,7.89,0.14,13,OTM,0.217283,0.23941619296945812,0.004487057415931032,-0.013988948950836,0.0006810212638485602,80.451,16.75,0.14,CALL
MGLUA799,2022-01-03T00:00:00.000Z,6.72,7.99,0.11,13,OTM,0.185225,0.22712409117121163,0.00407721580695167,-0.012174163604266897,0.0005853633837312122,77.059,14.22,0.11,CALL
MGLUA800,2022-01-03T00:00:00.000Z,6.72,8.09,0.09,13,OTM,0.160321,0.2119495102973913,0.0037185357156729925,-0.0108495068518218,0.0005093495812475726,75.311,12.22,0.09,CALL
MGLUA820,2022-01-03T00:00:00.000Z,6.72,8.29,0.08,13,OTM,0.140703,0.18558679761825048,0.0034087582206690768,-0.01040572062841974,0.0004464997228697048,78.844,10.45,0.08,CALL
MGLUA849,2022-01-03T00:00:00.000Z,6.72,8.49,0.07,13,OTM,0.122682,0.1629404759174295,0.0031010259653345795,-0.009803760963674434,0.0003891845588685411,81.695,8.9,0.07,CALL
MGLUA860,2022-01-03T00:00:00.000Z,6.72,8.69,0.05,13,OTM,0.094038,0.13720016439389143,0.0025604569103210946,-0.007935343732171602,0.0003002020017116608,80.11,6.7,0.05,CALL
MGLUA880,2022-01-03T00:00:00.000Z,6.72,8.89,0.04,13,OTM,0.077196,0.11709337878808958,0.002208553583320193,-0.00691554908725214,0.00024697627173331417,80.965,5.39,0.04,CALL
MGLUA899,2022-01-03T00:00:00.000Z,6.72,8.99,0.04,13,OTM,0.075412,0.11169874876362147,0.0021696024517055897,-0.0069946924959189746,0.00024079440039744029,83.378,5.2,0.04,CALL
MGLUA900,2022-01-03T00:00:00.000Z,6.72,9.09,0.03,13,OTM,0.060479,0.09731208561649092,0.0018295279362255813,-0.005708741343543103,0.0001941833741670031,80.704,4.15,0.03,CALL
MGLUA920,2022-01-03T00:00:00.000Z,6.72,9.29,0.03,13,OTM,0.057926,0.0891594573114053,0.0017686591615864596,-0.005821082470242675,0.00018533332471672653,85.153,3.87,0.03,CALL
MGLUA940,2022-01-03T00:00:00.000Z,6.72,9.49,0.02,13,OTM,0.041595,0.07026442897483828,0.001357672828911526,-0.004351765636257923,0.00013387902283869578,82.943,2.74,0.02,CALL
MGLUA950,2022-01-03T00:00:00.000Z,6.72,9.5,1.15,273,OTM,0.459392,0.08316788586885891,0.027758941888295866,-0.003622362472373785,0.020985402889815513,68.226,20.84,1.15,CALL
MGLUA960,2022-01-03T00:00:00.000Z,6.72,9.69,0.02,13,OTM,0.040038,0.06501320666686242,0.0013162796200797062,-0.0044196896548432405,0.00012848099095436898,86.91,2.57,0.02,CALL
MGLUA980,2022-01-03T00:00:00.000Z,6.72,9.89,0.02,13,OTM,0.038651,0.060495473390958496,0.0012790684684823694,-0.004483960817765642,0.0001236712586591976,90.76,2.43,0.02,CALL
MGLUB104,2022-01-03T00:00:00.000Z,6.72,10.49,0.06,33,OTM,0.077819,0.07641996337115067,0.003540339860294295,-0.004239067766495845,0.0006062389485893342,78.341,4.42,0.06,CALL
MGLUB109,2022-01-03T00:00:00.000Z,6.72,10.99,0.05,33,OTM,0.064677,0.06391005887581812,0.0030714672156283633,-0.0038125930356687175,0.0005036812239819818,81.269,3.51,0.05,CALL
MGLUB579,2022-01-03T00:00:00.000Z,6.72,5.79,1.43,33,ITM,0.727314,0.13941878697003907,0.008080362597491852,-0.012273463809674572,0.004527731424011888,98.007,59.87,1.43,CALL
MGLUB599,2022-01-03T00:00:00.000Z,6.72,5.99,1.3,33,ITM,0.695571,0.14940930158446986,0.00851093461380091,-0.012689567129790622,0.0044186233596922855,96.327,56.48,1.3,CALL
MGLUB619,2022-01-03T00:00:00.000Z,6.72,6.19,1.07,33,ITM,0.667472,0.18068588574271569,0.00883351101707323,-0.011336006154902638,0.004472551726728582,82.672,55.32,1.07,CALL
MGLUB639,2022-01-03T00:00:00.000Z,6.72,6.39,0.94,33,ITM,0.628429,0.19416263636323902,0.00919426645940605,-0.011415702058009326,0.004299205322589851,80.076,51.51,0.94,CALL
MGLUB659,2022-01-03T00:00:00.000Z,6.72,6.59,0.81,33,ATM,0.586532,0.20870199586597588,0.009472292544488026,-0.011263677065582725,0.004100754535565422,76.75,47.64,0.81,CALL
MGLUB679,2022-01-03T00:00:00.000Z,6.72,6.79,0.79,33,ATM,0.550416,0.19352123877411267,0.009623841443484868,-0.012493241005770447,0.0038091215642512837,84.095,42.95,0.79,CALL
MGLUB699,2022-01-03T00:00:00.000Z,6.72,6.99,0.65,33,ATM,0.504479,0.21001834786133622,0.009700807468087724,-0.011698083997845965,0.003588216865583928,78.109,39.3,0.65,CALL
MGLUB719,2022-01-03T00:00:00.000Z,6.72,7.19,0.53,33,OTM,0.455482,0.22209827950145605,0.009640961216413908,-0.010923510411518272,0.0033141899868968498,73.405,35.29,0.53,CALL
MGLUB739,2022-01-03T00:00:00.000Z,6.72,7.39,0.46,33,OTM,0.413924,0.21933781697522087,0.009474724330415447,-0.010670648549334548,0.0030401418319254453,73.047,31.5,0.46,CALL
MGLUB759,2022-01-03T00:00:00.000Z,6.72,7.59,0.41,33,OTM,0.378078,0.2111034673107071,0.009244774653118572,-0.010542090977256958,0.0027901662057632673,74.054,28.15,0.41,CALL
MGLUB779,2022-01-03T00:00:00.000Z,6.72,7.79,0.35,33,OTM,0.339111,0.2054639822149118,0.008901382162307535,-0.01003373868500497,0.002525834638584222,73.261,24.83,0.35,CALL
MGLUB799,2022-01-03T00:00:00.000Z,6.72,7.99,0.45,33,OTM,0.358786,0.17100993583275892,0.009087121971443906,-0.01252758447454851,0.0025680268687404703,89.858,24.61,0.45,CALL
