epoch,train_loss,val_loss,lr
0,9253.38059953962,8.143901575695384,0.0001
1,742.9115175083705,6.918465635993264,0.0001
2,663.5616196986607,6.302926822142168,0.0001
3,616.7155486188616,5.934682694348422,0.0001
4,585.0293528529576,5.656748739155856,0.0001
5,558.5805104282924,5.418578288771889,0.0001
6,535.9794070870536,5.216018329967152,0.0001
7,517.2177345493861,5.051291563294151,0.0001
8,501.76530308314733,4.9275876392017715,0.0001
9,488.9825080217634,4.8225509903647685,0.0001
10,478.758358328683,4.738337451761419,0.0001
11,470.3707631138393,4.674048591743816,0.0001
12,463.0172229003906,4.621254417029294,0.0001
13,456.8363307407924,4.573956652121111,0.0001
14,451.90534946986605,4.539054870605469,0.0001
15,447.5312707519531,4.507478502663699,0.0001
16,443.65281145368306,4.481159340251576,0.0001
17,440.1516659109933,4.453392511064356,0.0001
18,437.19341814313617,4.43563177910718,0.0001
19,434.4591721888951,4.415638891133395,0.0001
20,431.8245104980469,4.387720297683369,0.0001
21,429.73945295061384,4.377403058788993,0.0001
22,427.5633864048549,4.356509219516408,0.0001
23,425.64397583007815,4.342100138014013,0.0001
24,423.74935145786833,4.336470251733607,0.0001
25,422.26643659319194,4.320135219530626,0.0001
26,420.6441280691964,4.305858330293135,0.0001
27,419.4267885044643,4.294566322456706,0.0001
28,417.8772216796875,4.283264181830666,0.0001
29,416.62200038364955,4.274840950965881,0.0001
30,415.46947195870536,4.264277436516502,0.0001
31,414.360966796875,4.25456288727847,0.0001
32,413.3474093191964,4.2474255399270495,0.0001
33,412.25268205915177,4.244293668053367,0.0001
34,411.37793613978795,4.237290192734111,0.0001
35,410.4582244001116,4.231713950634003,0.0001
36,409.6897290039062,4.218069981444966,0.0001
37,408.77773716517856,4.2159565687179565,0.0001
38,408.2245005580357,4.217942655086517,0.0001
39,407.5521944754464,4.201636883345517,0.0001
40,406.8774192592076,4.195420546965166,0.0001
41,406.20008980887275,4.190042837099596,0.0001
42,405.71200404575893,4.188534335656599,0.0001
43,405.2032589285714,4.188596487045288,0.0001
44,404.65603114536833,4.177678980610588,0.0001
45,404.40094482421875,4.180667216127569,0.0001
46,403.8021648297991,4.171850627118891,0.0001
47,403.3321173967634,4.167917208238081,0.0001
48,403.0131033761161,4.167181621898305,0.0001
49,402.5550767299107,4.1656943722204725,0.0001
50,402.2097052873884,4.161913579160517,0.0001
51,401.78379900251116,4.160800261930986,0.0001
52,401.60088326590403,4.156401206146587,0.0001
53,401.16792759486606,4.1562986753203655,0.0001
54,400.98352800641743,4.151348146525296,0.0001
55,400.68563371930804,4.153596552935514,0.0001
56,400.34923374720984,4.15121833302758,0.0001
57,400.28840994698663,4.145856060765007,0.0001
58,399.84585780552453,4.1485385352914985,0.0001
59,399.6199391392299,4.144211248918013,0.0001
60,399.3135895647321,4.146037882024592,0.0001
61,399.088311593192,4.139559864997864,0.0001
62,398.84809762137274,4.140526982870969,0.0001
63,398.70874668666295,4.134887110103261,0.0001
64,398.5128937639509,4.137204538692128,0.0001
65,398.20979561941965,4.134137706323103,0.0001
66,398.00161289760047,4.130245544693687,0.0001
67,397.92729823521205,4.131608551198786,0.0001
68,397.69296090262276,4.1303105245937,0.0001
69,397.6416500418527,4.129856819456274,0.0001
70,397.1846725027902,4.127390292557803,0.0001
71,397.0787104143415,4.126148505644365,0.0001
72,396.92454415457587,4.1276349587873975,0.0001
73,396.63383335658483,4.126361348412254,0.0001
74,396.74030430385045,4.126076627861369,0.0001
75,396.4830958775112,4.1249042478474705,0.0001
76,396.43174246651785,4.124322083863345,0.0001
77,396.1889918736049,4.120072207667611,0.0001
78,396.1515666852679,4.12195378000086,0.0001
79,395.9642028808594,4.117276088757948,0.0001
80,395.7823695591518,4.11911891265349,0.0001
81,395.709750453404,4.116956998001445,0.0001
82,395.504874093192,4.113343054598028,0.0001
83,395.22155726841515,4.11389250646938,0.0001
84,395.38333077566966,4.112260244109414,0.0001
85,395.33637363978795,4.111647692593661,0.0001
86,394.98671683175223,4.112293687733737,0.0001
87,394.8922572544643,4.107569542798129,0.0001
88,394.7399693080357,4.1115259311415935,0.0001
89,394.80126900809154,4.112193329767748,0.0001
90,394.624581124442,4.108582106503573,0.0001
91,394.3844873046875,4.107542644847523,0.0001
92,394.3406677246094,4.108896575190804,0.0001
93,394.4528780691964,4.105987863107161,0.0001
94,394.1622549874442,4.1085762706669895,0.0001
95,393.8953391810826,4.106161442669955,0.0001
96,393.89014892578126,4.103373841805891,0.0001
97,393.95846958705357,4.1048125787214795,0.0001
98,393.8768603515625,4.101952314376831,0.0001
99,393.6354842703683,4.100275711579756,0.0001
100,393.4352811104911,4.106496003541079,0.0001
101,393.60789794921874,4.104352241212672,0.0001
102,393.4369717843192,4.098651138218966,0.0001
103,393.3377392578125,4.0992191217162395,0.0001
104,393.1367707170759,4.096492913636294,0.0001
105,393.0884554617746,4.095956910740245,0.0001
106,392.9627389090402,4.097647563977675,0.0001
107,392.99101771763395,4.097021536393599,0.0001
108,392.86754534040176,4.09538258747621,0.0001
109,392.73197283063615,4.095155461267992,0.0001
110,392.78668387276787,4.095182733102278,0.0001
111,392.7497985839844,4.092711199413646,0.0001
112,392.56488752092633,4.094326696612618,0.0001
113,392.38905866350444,4.095788381316445,0.0001
114,392.22576782226565,4.092720828273079,0.0001
115,392.3828414481027,4.091166718439623,0.0001
116,392.17698852539064,4.090396539731459,0.0001
117,392.0958419363839,4.090919061140581,0.0001
118,391.9145560128348,4.089676748622548,0.0001
119,391.95997262137274,4.0898987813429395,0.0001
120,391.9998106166295,4.090794975107366,0.0001
121,391.89076171875,4.088802380995317,0.0001
122,391.9473432268415,4.087164299054579,0.0001
123,391.64284057617186,4.088146654042331,0.0001
124,391.77073085239954,4.089851010929454,0.0001
125,391.4855149623326,4.094592289491133,0.0001
126,391.5770663016183,4.08557548306205,0.0001
127,391.38162806919644,4.087078576738184,0.0001
128,391.3689331054687,4.087102917107669,0.0001
129,391.32412702287945,4.086944601752541,0.0001
130,391.2448353794643,4.084640448743647,0.0001
131,391.17425641741073,4.085677867585963,0.0001
132,391.2362826102121,4.088006035848097,0.0001
133,391.0560661969866,4.089171404188329,0.0001
134,390.98371041434154,4.084515902129087,0.0001
135,390.96489868164065,4.0835600820454685,0.0001
136,390.9298742675781,4.084531085057692,0.0001
137,390.7045697893415,4.083441360430284,0.0001
138,390.7615895298549,4.084280328317122,0.0001
139,390.72352294921876,4.082877300002358,0.0001
140,390.5589331054687,4.083559838208285,0.0001
141,390.74853044782367,4.0838290290399035,0.0001
142,390.5228730119978,4.082169960845601,0.0001
143,390.57588535853796,4.081404214555567,0.0001
144,390.3820978655134,4.083552490581166,0.0001
145,390.40426164899554,4.081367232582786,0.0001
146,390.2530181012835,4.082708813927391,0.0001
147,390.2883013044085,4.080907100980932,0.0001
148,390.1841711425781,4.082034885883331,0.0001
149,390.2860942731585,4.080002248287201,0.0001
150,390.08565011160715,4.07912799986926,0.0001
151,390.1449719238281,4.07930941473354,0.0001
152,390.05162719726565,4.082931020043113,0.0001
153,389.9557585797991,4.080561599948189,0.0001
154,389.9862697056362,4.0806433666836135,0.0001
155,389.8046784319196,4.078110440210863,0.0001
156,389.85436645507815,4.079783022403717,0.0001
157,389.828126046317,4.080499296838587,0.0001
158,389.83677839006697,4.080178862268275,0.0001
159,389.7406356375558,4.080326080322266,0.0001
160,389.78377423967635,4.0807226137681445,0.0001
161,389.6276210239955,4.080306779254567,0.0001
162,389.60927490234377,4.0796919519251045,0.0001
163,389.6427232142857,4.079792467030612,0.0001
164,389.43378261021206,4.077160499312661,0.0001
165,389.48669590541294,4.078360096974806,0.0001
166,389.4651208496094,4.075800034132871,0.0001
167,389.35868286132813,4.076794987375086,0.0001
168,389.2569247000558,4.076925765384328,0.0001
169,389.43938284737726,4.078256070613861,0.0001
170,389.2419482421875,4.077984831549904,0.0001
171,389.2571139090402,4.076988079331138,0.0001
172,389.1625322614397,4.07601486010985,0.0001
173,389.0244464983259,4.077282006090337,0.0001
174,389.2509162248884,4.077130680734461,0.0001
175,389.1235918317522,4.076054686849767,0.0001
176,389.0474714006696,4.074816102331335,0.0001
177,389.00599714006694,4.075560380112041,0.0001
178,389.00450212751116,4.07464879209345,0.0001
179,388.862942766462,4.077103013342077,0.0001
180,389.0806237792969,4.074471733786843,0.0001
181,388.85269112723216,4.07594670490785,0.0001
182,388.95391932896206,4.074730932712555,0.0001
183,388.6599049595424,4.075008538636294,0.0001
184,388.7261734444754,4.07528771053661,0.0001
185,388.80970267159597,4.076810435815291,0.0001
186,388.61847045898435,4.07745743339712,0.0001
187,388.6673228236607,4.074863450093702,0.0001
188,388.57969656808035,4.075576852668416,0.0001
189,388.56306030273436,4.073056454008276,0.0001
190,388.6420363071987,4.074307891455564,0.0001
191,388.3758693150112,4.07280053875663,0.0001
192,388.28987880161833,4.074862225489183,0.0001
193,388.22765363420757,4.074061193249443,0.0001
194,388.4445982142857,4.07429590550336,0.0001
195,388.26718593052453,4.073885327035731,0.0001
196,388.25013933454244,4.074299687689001,0.0001
197,388.164404296875,4.0758484764532605,0.0001
198,388.28542096819194,4.072839791124517,0.0001
199,388.08990269252234,4.072833852334456,0.0001
200,388.1309059361049,4.074603638865731,0.0001
201,388.12041556222096,4.075989056717265,0.0001
202,388.01185337611605,4.0727939714084975,0.0001
203,388.06697649274554,4.073684464801442,0.0001
204,387.9306124441964,4.073262393474579,0.0001
205,387.9107718331473,4.074734091758728,0.0001
206,387.92003365652903,4.071059915152463,0.0001
207,387.81065761021205,4.072520738298243,0.0001
208,387.73525094168525,4.074794921008023,0.0001
209,387.82526733398436,4.071627600626512,0.0001
210,387.73010811941964,4.070499084212563,0.0001
211,387.5924626813616,4.069576360962608,0.0001
212,387.7710864257813,4.071226564320651,0.0001
213,387.64179670061384,4.074212177233263,0.0001
