epoch,train_loss,val_loss,lr,weight_data,weight_pde
0,462.7451021562923,10.268185398795389,0.0001,0.9952294826507568,1.0084524154663086
1,10.206328121098606,9.932571151039816,0.0001,0.9948517680168152,1.017108678817749
2,9.551222866231745,8.846510150215842,0.0001,0.9943947196006775,1.025986671447754
3,8.222272883762013,7.413227861577814,0.0001,0.9939289689064026,1.0350223779678345
4,7.281968371434645,6.751824509013783,0.0001,0.9934706091880798,1.0441962480545044
5,6.665947274728254,6.259073582562533,0.0001,0.9930031299591064,1.0534731149673462
6,6.197784667665308,5.913000085137107,0.0001,0.9925227761268616,1.0628390312194824
7,5.840394589033994,5.623675693165172,0.0001,0.9920274615287781,1.0723135471343994
8,5.538636874068867,5.386071096767079,0.0001,0.9915198087692261,1.0819103717803955
9,5.297614623199809,5.19788028977134,0.0001,0.9909953474998474,1.0916178226470947
10,5.102742503989827,5.043846802277998,0.0001,0.9904556274414062,1.1014364957809448
11,4.94264537637884,4.917361736297607,0.0001,0.989898145198822,1.111370325088501
12,4.805433679710735,4.8121608170596035,0.0001,0.9893181324005127,1.1214321851730347
13,4.686300250616941,4.723252361471003,0.0001,0.9887173175811768,1.1316204071044922
14,4.585407839580015,4.646805503151634,0.0001,0.9880932569503784,1.1419209241867065
15,4.502359661188993,4.58541599186984,0.0001,0.9874446988105774,1.1523175239562988
16,4.418707473711534,4.531533306295222,0.0001,0.9867678880691528,1.1628012657165527
17,4.358529556881297,4.487814859910444,0.0001,0.9860655069351196,1.1733731031417847
18,4.302666116844524,4.448903278871016,0.0001,0.9853358268737793,1.1840347051620483
19,4.245307711037722,4.414077021858909,0.0001,0.9845702052116394,1.1947849988937378
20,4.200570667331869,4.385194626721469,0.0001,0.9837762117385864,1.205628752708435
21,4.15668432820927,4.357649326324463,0.0001,0.9829474687576294,1.2165685892105103
22,4.116820611736991,4.333888292312622,0.0001,0.9820868372917175,1.227608561515808
23,4.07888328758153,4.312238975004717,0.0001,0.9811844825744629,1.238750696182251
24,4.041505195877769,4.293266437270424,0.0001,0.9802483320236206,1.2499940395355225
25,4.03458259864287,4.277786959301341,0.0001,0.9792761206626892,1.261101245880127
26,3.9932349649342624,4.259298584677956,0.0001,0.9782589077949524,1.2724055051803589
27,3.955581995573911,4.2415783188559795,0.0001,0.9772015810012817,1.2838515043258667
28,3.9243214265866713,4.225800633430481,0.0001,0.9761012196540833,1.2954208850860596
29,3.8952243246815423,4.21254423531619,0.0001,0.9749546051025391,1.3071086406707764
30,3.8706895979967983,4.2022247747941455,0.0001,0.9737626910209656,1.318908929824829
31,3.8453801680694926,4.192100904204628,0.0001,0.9725205898284912,1.3308212757110596
32,3.8216936723752455,4.182333653623408,0.0001,0.9712314605712891,1.3428397178649902
33,3.800739572806792,4.176005796952681,0.0001,0.9698859453201294,1.3549634218215942
34,3.7758564949035645,4.169894673607566,0.0001,0.9684876203536987,1.3671921491622925
35,3.75555035200986,4.163485288619995,0.0001,0.9670318365097046,1.3795264959335327
36,3.7311663654717533,4.156528050249273,0.0001,0.9655210375785828,1.3919678926467896
37,3.7080879401076925,4.152625474062833,0.0001,0.9639458656311035,1.4045182466506958
38,3.69207964702086,4.147545175118879,0.0001,0.9623188972473145,1.417180061340332
39,3.671463643962687,4.143283150412819,0.0001,0.9606277942657471,1.4299530982971191
40,3.6539893475445835,4.139661214568398,0.0001,0.9588634371757507,1.4428365230560303
41,3.630684744228016,4.135125355287031,0.0001,0.9570300579071045,1.4558297395706177
42,3.609073343602094,4.131348035552285,0.0001,0.9551342129707336,1.4689322710037231
43,3.597553675824946,4.128772497177124,0.0001,0.9531729221343994,1.4821442365646362
44,3.5761487700722436,4.124457337639549,0.0001,0.9511194229125977,1.4954653978347778
45,3.5526017871769993,4.122515786777843,0.0001,0.9490090608596802,1.508898138999939
46,3.536471968347376,4.118411790240895,0.0001,0.9468140006065369,1.5224413871765137
47,3.5196953903545034,4.115928606553511,0.0001,0.9445354342460632,1.5360976457595825
48,3.494001873514869,4.113571730527011,0.0001,0.9421942234039307,1.5498676300048828
49,3.4756733883510935,4.109207976948131,0.0001,0.9397577047348022,1.5637521743774414
50,3.490416356108405,4.108651540496132,0.0001,0.9372413754463196,1.5773358345031738
51,3.465156538919969,4.1041694337671455,0.0001,0.9346441030502319,1.5911375284194946
52,3.4399697834795173,4.102471481670033,0.0001,0.9319550395011902,1.6051361560821533
53,3.422251126982949,4.099811759862033,0.0001,0.9291924834251404,1.6193119287490845
54,3.394350628961216,4.097780260172757,0.0001,0.9263213872909546,1.6336561441421509
55,3.378348881548101,4.094077868895098,0.0001,0.9233840107917786,1.6481608152389526
56,3.352225496010347,4.093644553964788,0.0001,0.9203367829322815,1.6628172397613525
57,3.3324652964418586,4.092303124341098,0.0001,0.9172046780586243,1.6776213645935059
58,3.311317516998811,4.08996984091672,0.0001,0.9139866232872009,1.6925705671310425
59,3.288854720917615,4.087106444618919,0.0001,0.910676896572113,1.7076598405838013
60,3.2663832035931675,4.084258783947337,0.0001,0.9072649478912354,1.7228915691375732
61,3.2464565336704254,4.081968903541565,0.0001,0.9037784337997437,1.738259196281433
62,3.21906579895453,4.079584566029635,0.0001,0.9002001881599426,1.7537639141082764
63,3.197157832709226,4.078708518635143,0.0001,0.8965311050415039,1.769407033920288
64,3.1763073883273383,4.076416427438909,0.0001,0.8927682638168335,1.7851896286010742
65,3.159066533500498,4.073117061094805,0.0001,0.8889310956001282,1.8011127710342407
66,3.1334798579866234,4.07092255895788,0.0001,0.8849859833717346,1.8171781301498413
67,3.1064942479133606,4.069669940254905,0.0001,0.8809730410575867,1.833387017250061
68,3.0826923982663588,4.066384369676763,0.0001,0.8768738508224487,1.8497487306594849
69,3.0616864534941586,4.067009936679494,0.0001,0.8727067112922668,1.866257667541504
70,3.0363105833530426,4.063705942847512,0.0001,0.8684340715408325,1.8829139471054077
71,3.0176254212856293,4.060818856412714,0.0001,0.8641090393066406,1.8997188806533813
72,2.991166716272181,4.059942093762484,0.0001,0.8596963286399841,1.91666579246521
73,2.963789563287388,4.057368668642911,0.0001,0.8552267551422119,1.9337619543075562
74,2.945192361419851,4.055240631103516,0.0001,0.8506976962089539,1.9510104656219482
75,2.947697802023454,4.051725604317405,0.0001,0.8460768461227417,1.9679526090621948
76,2.91157249158079,4.049385320056569,0.0001,0.8414068222045898,1.9852428436279297
77,2.8865991776639763,4.046300682154569,0.0001,0.836689293384552,2.0027782917022705
78,2.85433291034265,4.045043696056712,0.0001,0.8318979144096375,2.020536422729492
79,2.82602351362055,4.041763955896551,0.0001,0.8270788788795471,2.0385026931762695
80,2.7998876219446007,4.039556535807523,0.0001,0.8222135305404663,2.056649923324585
81,2.7715395390987396,4.03967821598053,0.0001,0.8173038363456726,2.074972152709961
82,2.7532445652918383,4.035609722137451,0.0001,0.81233811378479,2.093465566635132
83,2.724799307909879,4.030897573991255,0.0001,0.8073739409446716,2.1121275424957275
84,2.6948913633823395,4.0301490805365825,0.0001,0.8023415207862854,2.130955696105957
85,2.670634933493354,4.025791612538424,0.0001,0.7973060607910156,2.149949789047241
86,2.6456742801449518,4.021950710903514,0.0001,0.7922505736351013,2.1691038608551025
87,2.6242872964252126,4.020256475968794,0.0001,0.7871831059455872,2.1884284019470215
88,2.5979099842635067,4.018894737417048,0.0001,0.7820708751678467,2.20792555809021
89,2.5741953145373953,4.014745473861694,0.0001,0.7769662737846375,2.2275915145874023
90,2.5407487885518507,4.012936061078852,0.0001,0.7718122601509094,2.2474255561828613
91,2.522572097453204,4.009567640044472,0.0001,0.7667002081871033,2.267430305480957
92,2.4962507242506202,4.0063101053237915,0.0001,0.7615601420402527,2.287606954574585
93,2.4723812260411004,4.002637375484813,0.0001,0.7564288377761841,2.307954788208008
94,2.444480988112363,4.000765670429576,0.0001,0.7512764930725098,2.3284800052642822
95,2.420076684518294,3.998272483999079,0.0001,0.7461439967155457,2.3491766452789307
